3.109	1.44836e+15
3.118	1.41854e+15
3.127	1.41267e+15
3.136	1.39111e+15
3.145	1.36232e+15
3.154	1.33718e+15
3.163	1.35354e+15
3.172	1.32788e+15
3.181	1.31461e+15
3.19	1.28498e+15
3.199	1.28334e+15
3.208	1.27449e+15
3.217	1.24387e+15
3.226	1.25319e+15
3.235	1.23364e+15
3.244	1.22785e+15
3.253	1.21274e+15
3.262	1.20069e+15
3.271	1.18701e+15
3.28	1.17168e+15
3.289	1.15862e+15
3.298	1.14545e+15
3.307	1.13552e+15
3.316	1.12982e+15
3.325	1.10833e+15
3.334	1.11336e+15
3.343	1.09733e+15
3.352	1.07125e+15
3.361	1.07238e+15
3.37	1.06395e+15
3.379	1.05378e+15
3.388	1.03494e+15
3.397	1.03265e+15
3.406	1.02099e+15
3.415	1.00914e+15
3.424	1.00992e+15
3.433	9.99758e+14
3.442	9.79421e+14
3.451	9.75414e+14
3.46	9.44864e+14
3.469	9.55612e+14
3.478	9.47101e+14
3.487	9.31588e+14
3.496	9.25765e+14
3.505	9.09013e+14
3.514	9.01758e+14
3.523	8.82234e+14
3.532	8.96781e+14
3.541	8.84053e+14
3.55	8.82192e+14
3.559	8.68356e+14
3.568	8.58614e+14
3.577	8.46089e+14
3.586	8.46526e+14
3.595	8.2546e+14
3.604	8.25418e+14
3.613	8.27208e+14
3.622	8.14066e+14
3.631	8.03759e+14
3.64	7.96378e+14
3.649	7.88128e+14
3.658	7.80216e+14
3.667	7.72497e+14
3.676	7.65938e+14
3.685	7.6238e+14
3.694	7.53707e+14
3.703	7.5074e+14
3.712	7.45474e+14
3.721	7.40926e+14
3.73	7.23251e+14
3.739	7.10542e+14
3.748	7.09289e+14
3.757	7.06854e+14
3.766	7.08026e+14
3.775	6.94376e+14
3.784	6.88247e+14
3.793	6.81471e+14
3.802	6.71466e+14
3.811	6.62645e+14
3.82	6.60931e+14
3.829	6.54846e+14
3.838	6.52033e+14
3.847	6.52173e+14
3.856	6.39886e+14
3.865	6.35125e+14
3.874	6.27445e+14
3.883	6.20479e+14
3.892	6.16352e+14
3.901	6.13318e+14
3.91	6.04791e+14
3.919	6.05861e+14
3.928	5.98229e+14
3.937	5.89874e+14
3.946	5.79175e+14
3.955	5.79424e+14
3.964	5.70968e+14
3.973	5.75783e+14
3.982	5.68695e+14
3.991	5.66002e+14
4	5.55721e+14
