3.109	0.48369
3.118	0.480056
3.127	0.479185
3.136	0.475335
3.145	0.469615
3.154	0.464408
3.163	0.464925
3.172	0.461556
3.181	0.459697
3.19	0.452886
3.199	0.452459
3.208	0.448902
3.217	0.443612
3.226	0.443431
3.235	0.439644
3.244	0.43508
3.253	0.432578
3.262	0.429253
3.271	0.424306
3.28	0.418696
3.289	0.415403
3.298	0.412862
3.307	0.409754
3.316	0.406691
3.325	0.401222
3.334	0.399748
3.343	0.396362
3.352	0.389211
3.361	0.38464
3.37	0.380999
3.379	0.378479
3.388	0.369089
3.397	0.370766
3.406	0.365761
3.415	0.359328
3.424	0.357173
3.433	0.356274
3.442	0.346758
3.451	0.341859
3.46	0.332282
3.469	0.335526
3.478	0.33147
3.487	0.323289
3.496	0.323795
3.505	0.316667
3.514	0.310393
3.523	0.30364
3.532	0.307492
3.541	0.300864
3.55	0.298487
3.559	0.289529
3.568	0.285853
3.577	0.280601
3.586	0.280288
3.595	0.27364
3.604	0.268753
3.613	0.268442
3.622	0.264972
3.631	0.257564
3.64	0.254047
3.649	0.250143
3.658	0.244586
3.667	0.241495
3.676	0.237666
3.685	0.234992
3.694	0.230185
3.703	0.226917
3.712	0.227393
3.721	0.223383
3.73	0.217847
3.739	0.211638
3.748	0.20882
3.757	0.20629
3.766	0.206339
3.775	0.201906
3.784	0.196106
3.793	0.19354
3.802	0.190444
3.811	0.187489
3.82	0.183771
3.829	0.18077
3.838	0.178967
3.847	0.178313
3.856	0.173208
3.865	0.170955
3.874	0.167787
3.883	0.165641
3.892	0.16208
3.901	0.160328
3.91	0.15616
3.919	0.157643
3.928	0.154387
3.937	0.150614
3.946	0.148232
3.955	0.146435
3.964	0.142087
3.973	0.14383
3.982	0.139579
3.991	0.140845
4	0.135692
